r,n,phi,eta,mu,srr_node,srr_face
0.061875,68,1.0,1.0,113599999.99999999,-3423615.418978832,-3423951.489850293
0.062125,79,1.0,1.0,113599999.99999999,-3404401.4220606107,-3405644.0887768944
0.062375,73,1.0,1.0,113600000.0,-3393934.6193662747,-3393844.7644503885
0.062625,72,1.0,1.0,113600000.0,-3383546.030982209,-3383812.3545670304
0.062875,67,1.0,1.0,113599999.99999997,-3373432.402233747,-3373404.3710649097
0.063125,72,1.0,1.0,113599999.99999999,-3352056.809408405,-3352796.4787072167
0.063375,77,1.0,1.0,113599999.99999999,-3347077.421841636,-3347255.6673003114
0.063625,73,1.0,1.0,113600000.0,-3334902.3097868944,-3335343.387522514
0.063875,68,1.0,1.0,113599999.99999999,-3321195.3591114827,-3322831.1660487587
0.064125,66,1.0,1.0,113600000.0,-3308928.749997605,-3309105.657045529
0.064375,68,1.0,1.0,113599999.99999999,-3298822.9303271524,-3298855.1006091726
0.064625,71,1.0,1.0,113599999.99999997,-3292662.6270501977,-3293035.7114469553
0.064875,68,1.0,1.0,113599999.99999997,-3271376.9686767906,-3273071.123879683
0.065125,62,1.0,1.0,113599999.99999997,-3266578.562872937,-3266585.279273836
0.065375,67,1.0,1.0,113600000.00000001,-3257696.5023648837,-3258118.2303679413
0.065625,59,1.0,1.0,113599999.99999996,-3248001.873169813,-3248103.0131770936
0.065875,75,1.0,1.0,113600000.00000001,-3230207.4331947323,-3231511.384925344
0.066125,68,1.0,1.0,113599999.99999999,-3222607.5826380006,-3222724.88233309
0.066375,61,1.0,1.0,113599999.99999997,-3214742.6115688565,-3215355.5298497314
0.066625,72,1.0,1.0,113600000.00000003,-3201053.2205484495,-3202641.8986879606
0.066875,60,1.0,1.0,113599999.99999996,-3185951.087257458,-3186180.7373838266
0.067125,68,1.0,1.0,113600000.00000001,-3185944.6717758575,-3186427.6172098913
0.067375,51,1.0,1.0,113599999.99999999,-3177071.3298652666,-3177296.5950585445
0.067625,68,1.0,1.0,113600000.0,-3157704.5337909097,-3159683.625586242
0.067875,66,1.0,1.0,113600000.0,-3151846.024598617,-3151902.5025159977
0.068125,61,1.0,1.0,113599999.99999999,-3144524.3881086907,-3145120.212356438
0.068375,52,1.0,1.0,113599999.99999997,-3138908.4486892084,-3139286.276806954
0.068625,68,1.0,1.0,113599999.99999999,-3115622.142591703,-3117343.6751787257
0.068875,62,1.0,1.0,113600000.0,-3116488.7996011786,-3116748.6838608314
0.069125,66,1.0,1.0,113600000.0,-3108742.790963788,-3109226.1264108703
0.069375,57,1.0,1.0,113600000.00000001,-3091106.3656359264,-3093382.643349535
0.069625,54,1.0,1.0,113599999.99999999,-3083814.158900889,-3084197.1858140463
0.069875,62,1.0,1.0,113599999.99999999,-3081181.9098846503,-3081846.936856399
0.070125,51,1.0,1.0,113599999.99999999,-3073337.0603103135,-3073714.2457867344
0.07037500000000001,67,1.0,1.0,113600000.0,-3054183.5457587736,-3056294.049581848
0.07062500000000001,51,1.0,1.0,113600000.0,-3055370.5499412357,-3055782.983337907
0.07087500000000001,57,1.0,1.0,113600000.0,-3046119.7417343073,-3046808.2023918047
0.07112500000000001,52,1.0,1.0,113599999.99999999,-3041711.5193490037,-3041944.4782892447
0.07137500000000001,71,1.0,1.0,113599999.99999997,-3017198.951391368,-3019366.2647081204
0.07162500000000001,55,1.0,1.0,113599999.99999997,-3018266.3790499764,-3018861.623270855
0.07187500000000001,50,1.0,1.0,113599999.99999999,-3015541.647903895,-3016189.721046684
0.072125,61,1.0,1.0,113599999.99999999,-2998693.442650807,-3001426.6124479272
0.072375,55,1.0,1.0,113599999.99999999,-2987812.2353036767,-2989348.6541610816
0.072625,59,1.0,1.0,113600000.0,-2984949.8556100503,-2987154.657812837
0.072875,52,1.0,1.0,113599999.99999997,-2993754.0113776824,-2995605.5284760236
0.073125,66,1.0,1.0,113600000.0,-2953578.2955135345,-2953146.8977807467
0.073375,63,1.0,1.0,113599999.99999997,-2952049.266380827,-2962651.544504019
0.073625,67,1.0,1.0,113599999.99999997,-2873820.3126557036,-2959957.8914248645
0.073875,67,1.0,1.0,113599999.99999997,-2797739.7333077653,-2939740.000427246
0.074125,84,0.999930564474698,1.0,115397435.782173,-2653232.541193784,-2890504.214198715
0.074375,77,0.9993449706043298,1.0,130556352.94807392,-2717328.9408872062,-2946993.2753823125
0.074625,76,0.99826451138742,1.0,158525552.42068747,-2782185.3937263805,-2935011.0794648165
0.074875,97,0.9978722403295659,1.0,168680037.9327217,-2702701.856393566,-2877201.7707369043
0.075125,74,0.9965614053496661,1.0,202612836.5563976,-2687746.174528028,-2882604.318287511
0.075375,94,0.9945712788744175,1.0,254130046.54526415,-2697375.4266400007,-2856190.7808652325
0.075625,86,0.9919114084587319,1.0,322984516.0738716,-2673183.1309596305,-2820057.3727982743
0.075875,107,0.9887302757735306,1.0,405332589.2160687,-2727054.0744972997,-2828646.0947002475
0.076125,92,0.9817283311690496,1.0,586587728.0254998,-2727939.7867406565,-2840830.6188228265
0.076375,104,0.9732158268098529,1.0,806945820.8694168,-2756593.707877139,-2801225.1428025276
0.076625,109,0.9660863478153493,1.0,991502365.9127307,-2686929.410345897,-2784101.2836689083
0.076875,109,0.955447448740525,1.0,1266905162.9232578,-2667534.858712466,-2781894.4134405497
0.077125,116,0.9393783336743209,1.0,1682876703.1730478,-2782996.803759694,-2784515.398826786
0.077375,104,0.9242132405338893,1.0,2075446370.2435224,-2779177.577700859,-2753764.7487926
0.077625,120,0.9091591415545918,1.0,2465142798.061212,-2835237.2791867903,-2737443.0133243985
0.077875,116,0.8807749720662075,1.0,3199906763.1053114,-2866533.312933797,-2784372.8495597537
0.078125,122,0.8585747668476792,1.0,3774590155.4742317,-2770580.471010478,-2720980.093813435
